Country,Region,Subregion,City
yemen,al mahrah,shahan,shihan
pakistan,sindh,karachi,karachi-gulberg
algeria,batna,kimmel,kimmel
nigeria,borno,gwoza,sambisa forest reserve
nigeria,kogi,olamabolo,okpo
kenya,embu,mbeere north,siakago
bahrain,northern,,barbar
afghanistan,kapisa,tagab,khushalkhel
somalia,bakool,tiyeeglow,ceel gudo
afghanistan,takhar,rustaq,rustaq
nigeria,rivers,port harcourt,port harcourt
syria,aleppo,al bab,al rafai
zimbabwe,mashonaland central,shamva,bamboo creek
turkey,giresun,guce,guce
mali,kidal,kidal,ad-sendemen
iraq,babylon,madain,madain
nigeria,nasarawa,lafia,agyaragu gofa
nigeria,kano,dambatta,dambatta
somalia,bakool,ceel barde,baadikeen
nigeria,yobe,potiskum,mamudo
nigeria,plateau,mangu,gindiri
pakistan,sindh,badin,shadi large
somalia,bari,qardho,xidda
india,tamil nadu,tiruchirappalli,pettavaithalai
bangladesh,khulna,bagerhat,chitalmari
india,goa,south goa,quepem
zimbabwe,mashonaland central,mazowe,chiweshe tribal trust land
sierra leone,southern,pujehun,bandajuma
afghanistan,laghman,alishing,shamahram
pakistan,sindh,karachi city,karachi-gulberg
democratic republic of congo,sud-kivu,sud-kivu,ishenge
south africa,eastern cape,chris hani,lesseyton
india,madhya pradesh,singrauli,singrauli
guinea,labe,labe,tountouroun
uganda,bundibugyo,bwamba,kakuka
india,uttar pradesh,azamgarh,bardah
sierra leone,northern,port loko,massembeh
central african republic,ouaka,bakala,les moroubas
somalia,hiiraan,belet weyne,beer-gadiid
pakistan,balochistan,loralai,zangiwal
nigeria,bauchi,bauchi,dungulbi
democratic republic of congo,sud-kivu,sud-kivu,kikonde
sierra leone,northern,koinadugu,terero ii
yemen,abyan,zingibar,wadi hassan
yemen,shabwah,jardan,al bitanah
botswana,central,lethlakane,damtshaa
nigeria,abia,arochukwu,abia
yemen,al hudaydah,at tuhayat,al midamman
yemen,sanaa,hamdan,darwan
zambia,central,serenje,chibale
rwanda,umujyi wa kigali,nyarugenge,nyarutarama
uganda,gulu,nwoya,purongo
syria,idleb,jisr-ash-shugur,bzeit
india,jammu and kashmir,srinagar,zainakote
sudan,bahr el ghazal,lakes,shambe
mozambique,tete,angonia,ulongwe
pakistan,khyber pakhtunkhwa,abbottabad,shimla pahari
yemen,al hudaydah,al marawiah,al fazah
turkey,tekirdag,suleymanpasa,suleymanpasa
kenya,lamu,lamu west,nyangoro
bangladesh,chittagong,khagrachhari,dighinala
india,haryana,kaithal,badsikri kalan
somalia,bakool,xudur,eel leheli
south africa,kwazulu-natal,ethekwini,cato crest
somalia,shabeellaha dhexe,balcad,bacaadley
somalia,shabeellaha hoose,afgooye,km13
india,tamil nadu,dindigul,vadamadurai
algeria,tizi ouzou,azazga,cheurfa
democratic republic of congo,orientale,tshopo,tshopo
tanzania,kigoma,uvinza,mnyamasi
pakistan,khyber pakhtunkhwa,swabi,bajaur
democratic republic of congo,orientale,haut-uele,watsa
yemen,shabwah,habban,jawl bin nashwan
south africa,mpumalanga,nkangala,belfast
south sudan,lakes,yirol west,ngop
democratic republic of congo,equateur,mbandaka,lolifa
india,tamil nadu,cuddalore,adanur
kenya,laikipia,laikipia north,aiyam
algeria,mascara,benian,chabet larbaa
sudan,north darfur,el fasher,kushini
india,punjab,moga,khosa kotla
pakistan,punjab,sargodha,bhera
south africa,kwazulu-natal,umzinyathi,greytown
nigeria,borno,askira/uba,askira
burundi,kirundo,busoni,marembo
sierra leone,eastern,kenema,kwadima
cambodia,la minh,la minh,bar kaev
kenya,elgeyo-marakwet,marakwet west,tunyo
uganda,kitgum,lamwo,pabibe trading centre
democratic republic of congo,kasai-oriental,sankuru,alumba
pakistan,punjab,sialkot,rangor
syria,rural damascus,darayya,ashrafiet sahnaya
afghanistan,jowzjan,darzab,aqbalaq
nigeria,kaduna,kaduna north,doka
democratic republic of congo,sud-kivu,sud-kivu,useni
somalia,bari,qardho,ceel buh
algeria,mostaganem,sidi lakhdar,douar ouled moussa
turkey,antalya,serik,serik
sudan,equatoria,eastern equatoria,muragatika
south africa,western cape,city of cape town,bishop lavis
algeria,tizi ouzou,boghni,assi youcef
pakistan,balochistan,loralai,mekhtar
senegal,diourbel,diourbel,diourbel
pakistan,khyber pakhtunkhwa,peshawar,dalazak
nigeria,sokoto,yabo,yabo
sudan,south kordofan,rashad,rashad
kenya,homa bay,kasipul,got nyango
ethiopia,oromia,misraq harerge,hamdo
kenya,muranga,kandara,nguruaini
angola,malanje,cacuzo,pungo andongo
india,haryana,yamunanagar,sadaura
uganda,lira,dokolo,bata
syria,deir-ez-zor,deir-ez-zor,al-hamad
burundi,gitega,gishubi,nyakigina
democratic republic of congo,sud-kivu,sud-kivu,lubarika
nigeria,taraba,karin-lamido,balasa
ethiopia,oromia,misraq wellega,abba
sierra leone,northern,kambia,mapotolon
south africa,western cape,west coast,vredendal
somalia,galguduud,dhuusamarreeb,mareer gur
india,tamil nadu,tirunelveli,vasudevanallur
south africa,kwazulu-natal,ethekwini,kwangendezi
afghanistan,faryab,dawlat abad,quraish
burundi,bubanza,rugazi,muzinda
sierra leone,eastern,kono,gorama kono
somalia,sanaag,ceerigaabo,sanaag
kenya,turkana,loima,kimario
yemen,ibb,hubaysh,rab zalmah
zimbabwe,manicaland,buhera,mapfungautsi
nigeria,kaduna,jemaa,golgolfa
syria,deir-ez-zor,deir-ez-zor,ruwayshid
bangladesh,dhaka,dhaka,ashulia
angola,lunda norte,chitato,dundo
burundi,bujumbura mairie,kanyosha2,nyabugete
liberia,nimba,sanniquellie mahn,sanniquellie
burundi,bujumbura mairie,buterere,buterere
angola,moxico,luchazes,tempue
india,haryana,faridabad,faridabad
madagascar,antananarivo,analamanga,andramasina
central african republic,bangui,bangui,ramandji
democratic republic of congo,orientale,haut-uele,isiro
kenya,mombasa,nyali,mwandoni
chad,ennedi ouest,ennedi ouest,ennedi
lebanon,bekaa,bekaa al-gharbi,sareen
south africa,kwazulu-natal,ethekwini,umbumbulu
democratic republic of congo,orientale,ituri,bembe
burundi,kirundo,kirundo,kabonde
south africa,north west,bojanala,maboloka
bangladesh,dhaka,dhaka,ward no-50
yemen,ad dali,ad dhalee,jalas
sudan,north darfur,el fasher,umm hosh
burundi,kayanza,kabarore,kabarore
syria,aleppo,jebel saman,university of aleppo
burundi,kirundo,kirundo,kirundo
democratic republic of congo,orientale,tshopo,kusu
burundi,rumonge,bugarama,magara
south sudan,upper nile,maban,maban
uganda,gulu,kilak,pabbo
uganda,masindi,bujenje,omee
turkey,diyarbakir,kulp,alaca
ivory coast,montagnes,tonkpi,great west
burundi,muyinga,muyinga,kwibuye
nigeria,borno,gwoza,kirawa
south sudan,warrap,gogrial east,ajwok
uganda,luwero,nakaseke,kiwoko
sudan,north kordofan,jebrat el sheikh,fattasha
nigeria,edo,etsako east,agenebode
iraq,kirkuk,haweeja,qaryat abu sakhrah
india,gujarat,ahmedabad,valthera
egypt,fayoum,zemam out,qasr al basil
zambia,eastern,katete,choma
burundi,bubanza,mpanda,butanuka
libya,an nuqat al khams,an nuqat al khams,zaltan
india,andhra pradesh,visakhapatnam,pedavalasa
somalia,hiiraan,bulo burto,doonkaxare
iran,bushehr,bushehr,bandar e bushehr
sierra leone,southern,pujehun,bayama
india,assam,hailakandi,algapur
nigeria,imo,ohaji/egbema,ose-mmahu
syria,rural damascus,rural damascus,basimah
indonesia,west nusa tenggara,bima,bima
india,west bengal,south 24 parganas,kathalberia
kenya,isiolo,isiolo north,daaba
south sudan,central equatoria,kajo-keji,jalei
india,kerala,ernakulam,muvattupuzha
zimbabwe,masvingo,bikita,ngundu
iraq,diyala,baquba,al-zoor
india,odisha,koraput,bandhugaon
sri lanka,southern,matara,urubokka
bangladesh,mymensingh,mymensingh,bhaluka
ethiopia,oromia,borena,segen wenz
south africa,limpopo,vhembe,mphephu
sri lanka,southern,hambantota,tissamaharama
sierra leone,northern,port loko,maghailma
sierra leone,northern,kambia,rosinor
nigeria,borno,gwoza,ndaba
nigeria,benue,guma,daudu
iraq,sala al-din,dujail,taji
turkey,siirt,eruh,kemerli
yemen,shabwah,as said,al musayniah
india,jammu and kashmir,rajouri,dara
somalia,sanaag,ceerigaabo,erigabo
syria,dar'a,dar'a,tal shihab
sudan,south darfur,edd al fursan,edd al fursan
sudan,equatoria,central equatoria,kajo-keji
syria,aleppo,as-safira,abu jlus
afghanistan,wardak,jalrez,muhammad nur khel
angola,cuando cubango,calai,karangana
ethiopia,oromia,misraq harerge,dandama
syria,hama,hama,ghor elasi
kenya,garissa,ijara,bothai
namibia,khomas,windhoek rural,dobra
iran,khuzestan,bavi,veys
nigeria,federal capital territory,bwari,bwari
algeria,medea,el oumaria,el omaria
democratic republic of congo,nord-kivu,nord-kivu,vurondo
nigeria,rivers,abua/odual,eghonokom
democratic republic of congo,orientale,tshopo,yakoko
pakistan,sindh,qambar shahdadkot,pakhoo
pakistan,punjab,rahim yar khan,chani goth
democratic republic of congo,sud-kivu,sud-kivu,kinyonyi
india,rajasthan,bharatpur,bahaj
kenya,nyeri,mathira,karatina
sudan,south darfur,nyala,mershing
yemen,abyan,khanfir,jaar
india,jammu and kashmir,kishtwar,gulabgarh
syria,aleppo,as-safira,rajm al-sawwan
afghanistan,zabul,daychopan,daychopan
iraq,anbar,hit,35 kilo
india,haryana,hisar,hansi
benin,littoral,cotonou,cotonou
nepal,east,sagarmatha,triyuga
burundi,ruyigi,butaganzwa2,gikwiye
afghanistan,badakhshan,raghistan,ghol pala
sudan,blue nile,el kurmuk,muguf
tunisia,sidi bou zid,souk jedid,souk jedid
ethiopia,somali,shabelle,adeyo
niger,tillabery,tera,bankilare
egypt,menia,bani mazar,bani mazar
nigeria,benue,ogbadibo,otukpa
iraq,anbar,ar rutba,al walid
india,assam,sonitpur,itakhola
liberia,nimba,leewehpea-mahn,saclepea
india,gujarat,vadodara,vadodara
nigeria,adamawa,mubi south,wafa
sierra leone,eastern,kenema,paniniga
nepal,mid-western,bheri,khajura
pakistan,khyber pakhtunkhwa,peshawar,chamkani
mali,segou,niono,alatana
syria,deir-ez-zor,abu kamal,t2 pumping station
india,haryana,jind,barodi
democratic republic of congo,bas-congo,cataractes,kimenga
india,manipur,bishnupur,ithing
somalia,shabeellaha hoose,afgooye,mordiinle
uganda,lira,lira,lira
yemen,hadramawt,zamakh wa manwakh,al wadeeah
nepal,far-western,mahakali,amarbasti
morocco,rabat - sale - zemmour - zaer,sale,sale
guinea,faranah,kissidougou,kissidougou
syria,aleppo,afrin,zaytuneh
sierra leone,eastern,kenema,ngeleima
syria,idleb,ariha,badriyeh
mozambique,cabo delgado,nangade,lulute
uganda,kotido,dodoth,karenga
afghanistan,ghazni,qarabagh,niyazullah
egypt,menia,al minya,damshir
democratic republic of congo,katanga,haut-katanga,kitanda
guinea,nzerekore,macenta,kotouzou
pakistan,azad jammu and kashmir,haveli,palangi
afghanistan,kapisa,nijrab,nijrab
cameroon,extreme-nord,mayo-sava,ganse
sudan,north darfur,el fasher,hillet hashab
sudan,north darfur,kebkabiya,sortony
yemen,sadah,sahar,al al awsah
syria,aleppo,a'zaz,tal sheer aazaz
pakistan,punjab,kasur,ferozepur
kenya,laikipia,laikipia north,olmaiso
nigeria,ekiti,ekiti east,omuo-ekiti
syria,deir-ez-zor,deir-ez-zor,zghir jazireh
south africa,free state,fezile dabi,moqhaka
burundi,bururi,mugamba,mugendo
sierra leone,northern,port loko,tinkatupa
india,gujarat,junagadh,thanapipli
syria,aleppo,jebel saman,aleppo - salah al-dina
yemen,taizz,as silw,ad dawmalah
afghanistan,kunar,asadabad,asadabad
central african republic,haute-kotto,bria,aigbando 1
algeria,bejaia,toudja,toudja
pakistan,balochistan,washuk,basima
tanzania,kagera,bukoba rural,karabagaine
mali,mopti,djenne,koa
india,manipur,thoubal,pallel
democratic republic of congo,orientale,ituri,nia-nia
afghanistan,ghazni,ghazni,ghazni
india,uttar pradesh,baghpat,gouspur
central african republic,ouham pende,paoua,lia
angola,lunda norte,cambulo,sambuia
yemen,al mahrah,al ghaydah,al ghayzah
yemen,aden,ash shaikh outhman,al mimdarah
lebanon,nabatiye,bent jbeil,charqa
zimbabwe,mashonaland central,mazowe,concession
nepal,west,gandaki,damauli
senegal,ziguinchor,bignona,diaboudior
senegal,sedhiou,bounkiling,bissari
burundi,gitega,itaba,mukago
tanzania,zanzibar south and central,kati,ukongoroni
south sudan,central equatoria,kajo-keji,kansuk
ethiopia,somali,jarar,misrak gashamo
mali,gao,menaka,akabar
angola,cuando cubango,dirico,kuito river
pakistan,punjab,lahore,shalamar garden
afghanistan,logar,pul i alam,altemur
kenya,vihiga,sabatia,chavakali
sierra leone,northern,port loko,masuba
nigeria,kaduna,zangon kataf,yangal
lebanon,beirut,beirut,beirut-unesco
india,west bengal,birbhum,mallarpur
turkey,ankara,kecioren,kecioren
sierra leone,southern,pujehun,yonni
palestine,west bank,qalqilya,faratah
afghanistan,wardak,saydabad,kaj qal'ah
india,rajasthan,jaipur,maheshwas kalan
pakistan,khyber pakhtunkhwa,malakand pa,sakhakot
senegal,matam,matam,ouro soguia
palestine,west bank,al quds,al quds
india,telangana,hyderabad,secunderabad
somalia,bari,qandala,gurur
pakistan,punjab,faisalabad,lundianwala
democratic republic of congo,orientale,haut-uele,angali
south sudan,upper nile,malakal,detang
india,andhra pradesh,chittoor,b. kothakota
nigeria,rivers,obia/akpor,ozuoba
yemen,shabwah,ar rawdah,tharah
yemen,al jawf,al hazm,al batin
south africa,eastern cape,nelson mandela bay,port elizabeth
ghana,brong ahafo,kintampo north,kintampo
syria,al-hasakeh,al-malikeyyeh,al-zehiriyeh
india,tamil nadu,salem,danishpet
pakistan,khyber pakhtunkhwa,lower dir,talash
sudan,west darfur,sirba,sirba
bangladesh,dhaka,dhaka,savar paurashava
nepal,east,koshi,biratchok
syria,hama,as-salamiyeh,tal agher
india,jammu and kashmir,shopian,barthipur
kenya,narok,narok south,melelo
india,jammu and kashmir,poonch,chakan bagh
south africa,gauteng,city of johannesburg,braamfontein
india,karnataka,kalaburagi,gulbarga
libya,surt,surt,al-zaafaran
ethiopia,oromia,bale,dinsho
somalia,bay,qansax dheere,hubay
tunisia,bizerte,ghar el melh,rafraf
bangladesh,dhaka,munshiganj,sreenagar
kenya,baringo,baringo north,chepkesin
ivory coast,abidjan,abidjan,treichville
india,punjab,patiala,banur
india,tamil nadu,dindigul,batlagundu
burundi,muramvya,rutegama,nyamitwenzi
nigeria,federal capital territory,abuja municipality,wuse
yemen,marib,marib,al shabwan
burundi,kirundo,kirundo,kireka
uganda,mayuge,bunya,bugumya
sierra leone,eastern,kailahun,fola
somalia,shabeellaha hoose,marka,fidi carootay
south africa,eastern cape,chris hani,ngcobo
sudan,central darfur,rokoro,aro
kenya,siaya,alego usonga,aldai
burundi,cibitoke,buganda,kagunuzi
yemen,marib,harib,al wasiah
zimbabwe,bulawayo,bulawayo,nketa
egypt,gharbia,samannud,samannoud
namibia,kavango,kapako,manyondo
india,punjab,gurdaspur,fatehgarh churian
afghanistan,ghazni,dih yak,ramak
somalia,bari,bossaso,karin
senegal,ziguinchor,bignona,tionk essil
south africa,gauteng,city of tshwane,queenswood
central african republic,ouaka,bambari,gpt tagbara
afghanistan,paktia,dand wa patan,nari
yemen,al jawf,khabb wa ash shaaf,bir al maraziq
india,punjab,tarn taran,patti
turkey,aydin,aydin,aydin
syria,aleppo,afrin,alamdar
guinea-bissau,biombo,safim,bissalanca
syria,aleppo,menbij,somumah
iran,alborz,karaj,mohammad shahr
south africa,eastern cape,cacadu,zuney
syria,idleb,idleb,zafar al-kabir
pakistan,khyber pakhtunkhwa,upper dir,dir
kenya,lamu,lamu west,mkunumbi
south sudan,jonglei,bor south,bor
tunisia,tunis,bab el bhar,bab el bhar
somalia,hiiraan,belet weyne,banyaaley
pakistan,fata,south waziristan agency,tappi
nigeria,abia,arochukwu,isu
iraq,anbar,hit,arab tall azwad
india,nct of delhi,north delhi,delhi-timarpur
south africa,eastern cape,amathole,stutterheim
turkey,istanbul,bakirkoy,bakirkoey
yemen,sadah,al dhaher,ar ramadiyat
algeria,boumerdes,tidjelabine,tidjelabine
burundi,rumonge,rumonge,kigwena
yemen,sanaa,nihm,wadi ghaylamah
india,punjab,sahibzada ajit singh nagar,palanpur
saudi arabia,asir,zahran al janub,wadi thuban
sierra leone,southern,pujehun,gbandapi
nigeria,lagos,lagos island,idumagbo
burundi,cibitoke,murwi,manege
syria,idleb,ariha,jabal al-zawiya
ethiopia,amhara,debub gondar,samara
democratic republic of congo,orientale,haut-uele,gungu
tunisia,nabeul,soliman,soliman
nigeria,taraba,ibi,dampar
indonesia,west java,bandung,bandung
democratic republic of congo,maniema,maniema,kasese
rwanda,iburasirazuba,nyagatare,tabagwe
syria,idleb,al ma'ra,magharet merza
india,chhattisgarh,kanker,bhanupratappur
ivory coast,montagnes,cavally,sakre
yemen,taizz,mawza,al wahiz
syria,aleppo,jebel saman,malihah kabirah
algeria,boumerdes,isser,issers
india,karnataka,kalaburagi,kadaganchi
india,uttarakhand,pithoragarh,munsyari
sudan,north kordofan,shiekan,ruwaba
india,assam,chirang,kumguri
burundi,ruyigi,bweru,gasasa
cameroon,extreme-nord,mayo-sava,gouderi
egypt,fayoum,tamya,sirsina
syria,aleppo,afrin,surka - sorke
somalia,bay,diinsoor,dumay
kenya,west pokot,kacheliba,kapcherop
india,jammu and kashmir,jammu,dungian
yemen,hadramawt,dawan,budah
india,tamil nadu,dindigul,nilakkottai
zambia,central,kapiri mposhi,mpunde
india,west bengal,purulia,gosaidanga
nigeria,sokoto,tambuwal,tambuwal
kenya,mombasa,jomvu,jomvu
somalia,sool,lascaanod,xargega
turkey,sirnak,cizre,yafes
south sudan,western equatoria,mvolo,yeri
sudan,east darfur,abu jabra,tuhama
democratic republic of congo,kasai-oriental,kabinda,tshofa
nigeria,kwara,moro,alaba
burundi,kayanza,rango,nyabiyogi
pakistan,khyber pakhtunkhwa,charsadda,malikabad
egypt,cairo,nuzha,sheraton al matar
pakistan,fata,south waziristan agency,wocha dara
india,punjab,jalandhar,dugri
pakistan,punjab,faisalabad,kot diji
somalia,galguduud,ceel buur,cadayo
pakistan,fata,orakzai agency,utmankhel
pakistan,punjab,gujrat,kunjah
afghanistan,faryab,sayyad,sayyad
syria,hama,hama,al-khalidiya
mali,mopti,bandiagara,koko
afghanistan,badakhshan,shuhada,shuhada
sierra leone,eastern,kono,sefadu
india,jharkhand,dhanbad,loyabad
central african republic,ouham pende,ngaoundaye,mbere guili
pakistan,punjab,faisalabad,dudiwala
afghanistan,wardak,saydabad,salar
sudan,blue nile,bau,fadamiya
syria,deir-ez-zor,deir-ez-zor,marrat
india,tamil nadu,virudhunagar,srivilliputhur
democratic republic of congo,kasai-oriental,kabinda,kasenda
india,jammu and kashmir,anantnag,bewora
guinea-bissau,cacheu,bigene,bigene
india,kerala,idukki,idukki
niger,diffa,diffa,ngadawa
somalia,jubbada hoose,badhaadhe,dad gumbi
turkey,istanbul,kucukcekmece,kucukcekmece
zimbabwe,masvingo,chivi,chibi
somalia,jubbada dhexe,jilib,hargeysa yare
libya,ajdabiya,al wahat,ard al kannan
ethiopia,oromia,misraq harerge,girawa
somalia,shabeellaha hoose,afgooye,agab-talal
india,odisha,balangir,belpada
burundi,bubanza,musigati,ntamba
pakistan,fata,north waziristan agency,wucha bibi
algeria,alger,sidi mhamed,el madania
malawi,kasungu,kasungu boma,kasungu
central african republic,ouaka,ippy,aroubangui
angola,cuanza sul,libolo,calulo
democratic republic of congo,katanga,tanganyka,kaziba
nigeria,edo,etsako east,okpella
south africa,gauteng,city of johannesburg,newclare
mali,gao,ansongo,kamgala
rwanda,iburasirazuba,rwamagana,karenge
afghanistan,wardak,nirkh,kane ezzat
nigeria,delta,oshimili north,akwukwu-igbo
nepal,east,mechi,taplejung
pakistan,sindh,ghotki,faridabad
nigeria,borno,michika,kusum
sierra leone,northern,koinadugu,dankawali
egypt,sharkia,el ibrahimiya,al ibrahemeah
algeria,blida,mouzaia,mouzaia
nigeria,kwara,oke-ero,ilofa
india,chhattisgarh,sukma,pentapad
india,tamil nadu,madurai,ammapatti
india,jharkhand,khunti,birbanki
uganda,bundibugyo,bwamba,kabango
ivory coast,zanzan,gontougo,bondoukou
rwanda,amajyaruguru,rulindo,rulindo
pakistan,sindh,hyderabad,hatri
angola,cuanza norte,golungo alto,golungo alto
kenya,marsabit,laisamis,south horr
india,punjab,faridkot,panjgrain kalan
india,tripura,west tripura,charilam
pakistan,punjab,sialkot,anula
angola,cuanza norte,cambambe,beira alta
syria,aleppo,al bab,abu zandin
ethiopia,southern nations, nationalities and peoples,sidama,bilate
somalia,togdheer,oodweyne,ceel bilcile
libya,tarhunah-masallatah,misratah,wadi lebigla
india,west bengal,burdwan,nandi
democratic republic of congo,nord-kivu,goma,majembe
uganda,wakiso,jinja,najanankumbi
india,madhya pradesh,alirajpur,alirajpur
south africa,kwazulu-natal,ilembe,ballito
yemen,al hudaydah,al munirah,al munirah
